,country,year,sex,Preventable mortality,Treatable mortality,GDP per capita,y_QU1,y_QU2,y_QU3,y_QU4,y_QU5,high bmi,smoking,binge drinking
216,Latvia,2014,F,164.44,147.65,11850.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.187,0.026000000000000002,0.348
217,Latvia,2014,M,599.91,298.81,11850.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.18,0.16,0.40700000000000003
218,Latvia,2015,F,164.97,153.67,12430.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.187,0.026000000000000002,0.348
219,Latvia,2015,M,578.43,284.04,12430.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.18,0.16,0.40700000000000003
220,Latvia,2016,F,157.91,147.39,12950.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.187,0.026000000000000002,0.348
221,Latvia,2016,M,567.61,284.98,12950.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.18,0.16,0.40700000000000003
222,Latvia,2017,F,157.09,139.98,13900.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.187,0.026000000000000002,0.348
223,Latvia,2017,M,554.54,283.6,13900.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.18,0.16,0.40700000000000003
224,Lithuania,2011,F,172.85,154.33,10340.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.159,0.013999999999999999,0.413
225,Lithuania,2011,M,660.16,317.09,10340.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.131,0.155,0.45799999999999996
226,Lithuania,2012,F,169.57,149.4,11180.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.159,0.013999999999999999,0.413
227,Lithuania,2012,M,641.56,318.1,11180.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.131,0.155,0.45799999999999996
228,Lithuania,2013,F,165.21,145.59,11850.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.159,0.013999999999999999,0.413
229,Lithuania,2013,M,630.27,312.41,11850.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.131,0.155,0.45799999999999996
230,Lithuania,2014,F,156.31,138.47,12480.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.159,0.013999999999999999,0.413
231,Lithuania,2014,M,593.78,292.43,12480.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.131,0.155,0.45799999999999996
232,Lithuania,2015,F,156.39,145.36,12860.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.159,0.013999999999999999,0.413
233,Lithuania,2015,M,595.49,309.28,12860.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.131,0.155,0.45799999999999996
234,Lithuania,2016,F,150.7,141.26,13560.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.159,0.013999999999999999,0.413
235,Lithuania,2016,M,583.93,298.09,13560.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.131,0.155,0.45799999999999996
236,Lithuania,2017,F,144.14,127.23,14950.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.159,0.013999999999999999,0.413
237,Lithuania,2017,M,527.72,267.43,14950.0,2678.2,5395.5,8944.2,13645.4,26602.9,0.131,0.155,0.45799999999999996
238,Luxembourg,2011,F,93.02,75.73,85330.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.128,0.040999999999999995,0.264
239,Luxembourg,2011,M,208.56,91.87,85330.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.15,0.068,0.237
240,Luxembourg,2012,F,88.67,69.32,87540.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.128,0.040999999999999995,0.264
241,Luxembourg,2012,M,216.43,84.5,87540.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.15,0.068,0.237
242,Luxembourg,2013,F,89.76,79.61,90030.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.128,0.040999999999999995,0.264
243,Luxembourg,2013,M,207.49,88.0,90030.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.15,0.068,0.237
244,Luxembourg,2014,F,79.95,60.69,92760.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.128,0.040999999999999995,0.264
245,Luxembourg,2014,M,213.36,73.85,92760.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.15,0.068,0.237
246,Luxembourg,2015,F,85.22,70.77,95090.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.128,0.040999999999999995,0.264
247,Luxembourg,2015,M,185.29,69.95,95090.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.15,0.068,0.237
248,Luxembourg,2016,F,83.09,66.69,96230.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.128,0.040999999999999995,0.264
249,Luxembourg,2016,M,197.33,74.79,96230.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.15,0.068,0.237
250,Luxembourg,2017,F,83.34,63.43,97440.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.128,0.040999999999999995,0.264
251,Luxembourg,2017,M,177.12,83.16,97440.0,26230.1,47129.0,56621.7,75137.2,127617.7,0.15,0.068,0.237
252,Malta,2011,F,64.72,95.66,16630.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.21,0.067,0.278
253,Malta,2011,M,207.7,121.36,16630.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.267,0.113,0.26899999999999996
254,Malta,2012,F,71.08,96.36,17540.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.21,0.067,0.278
255,Malta,2012,M,192.8,123.5,17540.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.267,0.113,0.26899999999999996
256,Malta,2013,F,60.33,81.55,18680.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.21,0.067,0.278
257,Malta,2013,M,179.17,102.42,18680.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.267,0.113,0.26899999999999996
258,Malta,2014,F,59.4,85.83,20170.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.21,0.067,0.278
259,Malta,2014,M,187.46,102.71,20170.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.267,0.113,0.26899999999999996
260,Malta,2015,F,60.09,80.72,22490.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.21,0.067,0.278
261,Malta,2015,M,170.43,92.62,22490.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.267,0.113,0.26899999999999996
262,Malta,2016,F,65.62,84.61,23190.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.21,0.067,0.278
263,Malta,2016,M,165.94,90.26,23190.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.267,0.113,0.26899999999999996
264,Malta,2017,F,67.63,78.02,25540.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.21,0.067,0.278
265,Malta,2017,M,169.91,92.47,25540.0,10491.7,15485.1,22706.8,31267.9,51661.8,0.267,0.113,0.26899999999999996
266,Netherlands,2011,F,100.74,79.25,38960.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.132,0.033,
267,Netherlands,2011,M,183.49,79.22,38960.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.105,0.057,
268,Netherlands,2012,F,100.72,77.56,38970.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.132,0.033,
269,Netherlands,2012,M,180.13,79.63,38970.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.105,0.057,
270,Netherlands,2013,F,98.04,72.62,39300.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.132,0.033,
271,Netherlands,2013,M,176.05,75.33,39300.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.105,0.057,
272,Netherlands,2014,F,97.52,68.33,39820.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.132,0.033,
273,Netherlands,2014,M,167.9,68.96,39820.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.105,0.057,
274,Netherlands,2015,F,100.15,71.28,40730.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.132,0.033,
275,Netherlands,2015,M,171.23,70.26,40730.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.105,0.057,
276,Netherlands,2016,F,100.48,70.22,41590.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.132,0.033,
277,Netherlands,2016,M,168.07,67.77,41590.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.105,0.057,
278,Netherlands,2017,F,94.8,65.17,43090.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.132,0.033,
279,Netherlands,2017,M,162.26,64.88,43090.0,15503.8,24213.9,33979.6,44922.9,72170.4,0.105,0.057,
280,Poland,2011,F,119.63,114.28,9790.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.126,0.057999999999999996,0.271
281,Poland,2011,M,396.56,192.44,9790.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.17,0.166,0.36200000000000004
282,Poland,2012,F,119.22,113.05,10000.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.126,0.057999999999999996,0.271
283,Poland,2012,M,388.55,187.43,10000.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.17,0.166,0.36200000000000004
284,Poland,2013,F,117.95,110.4,10090.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.126,0.057999999999999996,0.271
285,Poland,2013,M,373.46,181.39,10090.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.17,0.166,0.36200000000000004
286,Poland,2014,F,114.65,101.85,10560.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.126,0.057999999999999996,0.271
287,Poland,2014,M,352.93,166.73,10560.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.17,0.166,0.36200000000000004
288,Poland,2015,F,112.54,101.23,11180.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.126,0.057999999999999996,0.271
289,Poland,2015,M,348.67,167.77,11180.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.17,0.166,0.36200000000000004
290,Poland,2016,F,110.87,101.01,11050.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.126,0.057999999999999996,0.271
291,Poland,2016,M,343.9,164.61,11050.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.17,0.166,0.36200000000000004
292,Poland,2017,F,114.73,101.73,12120.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.126,0.057999999999999996,0.271
293,Poland,2017,M,340.79,168.48,12120.0,4614.5,8014.8,10857.3,14465.7,22984.3,0.17,0.166,0.36200000000000004
294,Portugal,2011,F,70.03,80.66,16680.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.16,0.032,0.19399999999999998
295,Portugal,2011,M,240.39,111.68,16680.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.142,0.11599999999999999,0.158
296,Portugal,2012,F,65.44,78.83,16010.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.16,0.032,0.19399999999999998
297,Portugal,2012,M,232.96,110.35,16010.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.142,0.11599999999999999,0.158
298,Portugal,2013,F,64.6,75.15,16300.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.16,0.032,0.19399999999999998
299,Portugal,2013,M,229.47,107.99,16300.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.142,0.11599999999999999,0.158
300,Portugal,2014,F,66.01,72.73,16640.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.16,0.032,0.19399999999999998
301,Portugal,2014,M,233.88,108.67,16640.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.142,0.11599999999999999,0.158
302,Portugal,2015,F,67.78,71.58,17350.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.16,0.032,0.19399999999999998
303,Portugal,2015,M,227.5,105.11,17350.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.142,0.11599999999999999,0.158
304,Portugal,2016,F,63.86,74.66,18060.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.16,0.032,0.19399999999999998
305,Portugal,2016,M,229.22,105.66,18060.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.142,0.11599999999999999,0.158
306,Portugal,2017,F,63.77,71.17,19020.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.16,0.032,0.19399999999999998
307,Portugal,2017,M,224.74,99.35,19020.0,6208.9,10708.5,15079.3,20649.4,37729.5,0.142,0.11599999999999999,0.158
308,Romania,2011,F,188.77,177.74,6880.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.077,0.015,0.254
309,Romania,2011,M,514.53,280.7,6880.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.08,0.102,0.32299999999999995
310,Romania,2012,F,183.13,174.55,6950.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.077,0.015,0.254
311,Romania,2012,M,507.18,274.74,6950.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.08,0.102,0.32299999999999995
312,Romania,2013,F,174.5,168.48,7150.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.077,0.015,0.254
313,Romania,2013,M,485.8,262.39,7150.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.08,0.102,0.32299999999999995
314,Romania,2014,F,172.98,164.53,7560.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.077,0.015,0.254
315,Romania,2014,M,488.09,259.53,7560.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.08,0.102,0.32299999999999995
316,Romania,2015,F,169.03,162.76,8090.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.077,0.015,0.254
317,Romania,2015,M,482.43,264.59,8090.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.08,0.102,0.32299999999999995
318,Romania,2016,F,167.0,161.32,8500.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.077,0.015,0.254
319,Romania,2016,M,475.62,263.53,8500.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.08,0.102,0.32299999999999995
320,Romania,2017,F,164.0,159.13,9510.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.077,0.015,0.254
321,Romania,2017,M,471.03,261.74,9510.0,1681.5,3048.3,4116.6,5764.5,9844.5,0.08,0.102,0.32299999999999995
322,Slovakia,2011,F,134.24,138.79,13300.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.122,0.022000000000000002,0.293
323,Slovakia,2011,M,458.5,237.49,13300.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.14300000000000002,0.09,0.34600000000000003
324,Slovakia,2012,F,135.42,139.03,13620.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.122,0.022000000000000002,0.293
325,Slovakia,2012,M,447.23,237.26,13620.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.14300000000000002,0.09,0.34600000000000003
326,Slovakia,2013,F,126.52,140.38,13760.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.122,0.022000000000000002,0.293
327,Slovakia,2013,M,424.49,237.99,13760.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.14300000000000002,0.09,0.34600000000000003
328,Slovakia,2014,F,126.54,128.19,14090.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.122,0.022000000000000002,0.293
329,Slovakia,2014,M,403.2,224.24,14090.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.14300000000000002,0.09,0.34600000000000003
330,Slovakia,2015,F,127.62,132.55,14780.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.122,0.022000000000000002,0.293
331,Slovakia,2015,M,413.26,231.9,14780.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.14300000000000002,0.09,0.34600000000000003
332,Slovakia,2016,F,121.14,128.32,14960.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.122,0.022000000000000002,0.293
333,Slovakia,2016,M,389.76,217.69,14960.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.14300000000000002,0.09,0.34600000000000003
334,Slovakia,2017,F,123.06,129.52,15570.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.122,0.022000000000000002,0.293
335,Slovakia,2017,M,375.14,227.96,15570.0,6429.9,9646.4,12232.6,16138.4,24098.8,0.14300000000000002,0.09,0.34600000000000003
336,Slovenia,2011,F,101.73,81.06,18050.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.153,0.040999999999999995,0.3
337,Slovenia,2011,M,324.39,122.75,18050.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.193,0.115,0.259
338,Slovenia,2012,F,102.52,78.11,17630.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.153,0.040999999999999995,0.3
339,Slovenia,2012,M,311.21,112.49,17630.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.193,0.115,0.259
340,Slovenia,2013,F,97.81,74.53,17700.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.153,0.040999999999999995,0.3
341,Slovenia,2013,M,307.89,117.81,17700.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.193,0.115,0.259
342,Slovenia,2014,F,92.31,73.17,18250.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.153,0.040999999999999995,0.3
343,Slovenia,2014,M,290.42,107.5,18250.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.193,0.115,0.259
344,Slovenia,2015,F,95.53,76.21,18830.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.153,0.040999999999999995,0.3
345,Slovenia,2015,M,295.11,110.4,18830.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.193,0.115,0.259
346,Slovenia,2016,F,86.03,65.88,19590.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.153,0.040999999999999995,0.3
347,Slovenia,2016,M,287.53,94.8,19590.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.193,0.115,0.259
348,Slovenia,2017,F,96.58,66.36,20820.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.153,0.040999999999999995,0.3
349,Slovenia,2017,M,283.01,91.43,20820.0,7877.5,14305.4,20553.2,26351.4,39314.2,0.193,0.115,0.259
350,Spain,2011,F,53.75,62.96,22760.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.132,0.054000000000000006,0.221
351,Spain,2011,M,208.86,86.96,22760.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.155,0.107,0.201
352,Spain,2012,F,52.94,60.14,22050.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.132,0.054000000000000006,0.221
353,Spain,2012,M,204.53,86.36,22050.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.155,0.107,0.201
354,Spain,2013,F,53.85,59.91,21910.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.132,0.054000000000000006,0.221
355,Spain,2013,M,198.39,82.3,21910.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.155,0.107,0.201
356,Spain,2014,F,53.12,56.95,22230.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.132,0.054000000000000006,0.221
357,Spain,2014,M,192.44,81.19,22230.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.155,0.107,0.201
358,Spain,2015,F,53.63,57.08,23230.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.132,0.054000000000000006,0.221
359,Spain,2015,M,190.48,80.8,23230.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.155,0.107,0.201
360,Spain,2016,F,53.27,55.73,23990.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.132,0.054000000000000006,0.221
361,Spain,2016,M,187.54,79.15,23990.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.155,0.107,0.201
362,Spain,2017,F,53.83,54.63,24980.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.132,0.054000000000000006,0.221
363,Spain,2017,M,183.0,77.63,24980.0,8959.4,16158.6,23198.7,31863.7,54359.7,0.155,0.107,0.201
364,Sweden,2011,F,87.16,67.82,43690.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.131,0.012,0.281
365,Sweden,2011,M,168.63,87.48,43690.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.13,0.013999999999999999,0.298
366,Sweden,2012,F,87.65,67.44,45170.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.131,0.012,0.281
367,Sweden,2012,M,164.2,84.27,45170.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.13,0.013999999999999999,0.298
368,Sweden,2013,F,88.93,66.79,46020.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.131,0.012,0.281
369,Sweden,2013,M,164.52,82.92,46020.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.13,0.013999999999999999,0.298
370,Sweden,2014,F,88.24,63.73,45260.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.131,0.012,0.281
371,Sweden,2014,M,159.74,77.56,45260.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.13,0.013999999999999999,0.298
372,Sweden,2015,F,84.66,63.2,46480.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.131,0.012,0.281
373,Sweden,2015,M,160.16,78.69,46480.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.13,0.013999999999999999,0.298
374,Sweden,2016,F,86.12,61.04,46990.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.131,0.012,0.281
375,Sweden,2016,M,156.36,74.39,46990.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.13,0.013999999999999999,0.298
376,Sweden,2017,F,84.78,61.46,47730.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.131,0.012,0.281
377,Sweden,2017,M,151.25,71.9,47730.0,14078.1,24141.6,37051.4,48388.8,71973.8,0.13,0.013999999999999999,0.298
378,United Kingdom,2011,F,107.87,85.92,30230.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.204,0.032,0.19399999999999998
379,United Kingdom,2011,M,213.43,103.49,30230.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.19899999999999998,0.051,0.165
380,United Kingdom,2012,F,107.15,85.12,33140.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.204,0.032,0.19399999999999998
381,United Kingdom,2012,M,208.24,100.37,33140.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.19899999999999998,0.051,0.165
382,United Kingdom,2013,F,105.41,82.29,32700.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.204,0.032,0.19399999999999998
383,United Kingdom,2013,M,206.69,98.42,32700.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.19899999999999998,0.051,0.165
384,United Kingdom,2014,F,105.41,81.24,35780.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.204,0.032,0.19399999999999998
385,United Kingdom,2014,M,201.67,96.08,35780.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.19899999999999998,0.051,0.165
386,United Kingdom,2015,F,106.21,81.74,40620.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.204,0.032,0.19399999999999998
387,United Kingdom,2015,M,203.1,97.94,40620.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.19899999999999998,0.051,0.165
388,United Kingdom,2016,F,107.03,83.25,37080.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.204,0.032,0.19399999999999998
389,United Kingdom,2016,M,203.71,97.55,37080.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.19899999999999998,0.051,0.165
390,United Kingdom,2017,F,105.04,80.52,35730.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.204,0.032,0.19399999999999998
391,United Kingdom,2017,M,201.73,96.8,35730.0,13695.5,24861.3,33033.3,45787.7,78788.4,0.19899999999999998,0.051,0.165
